pdf_id,A,B,C,D,notas,revisor
49,1,0,1,FF clasica,"Muestreo no probabilístico por cuotas (312/1422) con extrapolación explícita a profesión académica normalista de México. El artículo afirma ""permite inferir"" cambios en toda la población sin reconocer",claude_haiku
50,1,0,0,Debilidad importante,"Muestreo intencional sin probabilidad usado para validar modelo estructural. No advierten limitación fundamental: Cochran es probabilístico, pero usan intencional. Sin extrapolación explícita a poblac",claude_haiku
51,1,0,0,Debilidad importante,"Muestreo aparentemente no probabilístico (empresas de bases administrativas SIREM/PIE/SIIS) sin descripción clara de selección. Reporta promedios (11.6%, 7.8%) sin intervalos/incertidumbre. No extrapo",claude_haiku
52,1,0,1,FF clasica,"Muestreo no probabilístico (5 minas por conveniencia, n=72 trabajadores, sin justificación) con extrapolación a 'minería de arcilla en La Guajira'. No advierte limitaciones de validez externa.",claude_haiku
53,1,0,1,FF clasica,Muestreo de conveniencia (cursos asignados al docente). Extrapola recomendaciones a 'docentes ingenieros de programas de Ingeniería' sin advertir sobre límites de validez externa o generalización.,claude_haiku
54,0,0,0,No evaluable,"Experimento agrícola de campo con diseño RCBD validado. Evalúa variedades de pastos, no población epidemiológica/social con muestreo inferencial.",claude_haiku
55,0,0,0,No evaluable,"Experimento de evaluación técnica con animales. Los 5 bovinos son unidades experimentales para caracterizar propiedades de 20 especies forrajeras seleccionadas intencionalmente, no muestra poblacional",claude_haiku
56,1,1,1,FF con reconocimiento,Muestreo de conveniencia explícito en 550 profesores pakistaníes. Autores reconocen que 'non-probability technique lacks rigor' pero ejecutan SEM e infieren sobre población sin limitar conclusiones.,claude_haiku
57,1,1,1,FF con reconocimiento,"Muestreo intencionado no probabilístico (n=444, 3 comunas). Extrapola a 'estudiantado de educación primaria' sin especificar alcance. Advierte limitaciones pero generaliza igual.",claude_haiku
58,1,0,1,FF clasica,Muestra de conveniencia de una universidad chilena (n=65) extrapolada explícitamente a programas de Latinoamérica sin advertencias sobre limitaciones de validez externa.,claude_haiku
59,0,0,0,No evaluable,"Investigación cualitativa descriptiva. Análisis documental de currículo y textos escolares (727 destrezas, documentos normativos exhaustivos) + talleres exploratorios 2020-2025. Sin pruebas estadístic",claude_haiku
60,1,0,1,FF clasica,Encuestas de percepción térmica a 65 participantes seleccionados por conveniencia digital. Extrapolan explícitamente a edificaciones residenciales de Loja sin advertir limitaciones del muestreo no-pro,claude_haiku
61,1,0,1,FF clasica,"Muestra no probabilística de habitantes voluntarios (n≈80), análisis econométrico y generalizaciones a contextos mineros sin advertir limitación muestral explícitamente.",claude_haiku
62,1,1,0,Debilidad importante,"Muestra no probabilística (causal) con n=29 de población de 31. Usa pruebas de significancia (Pearson, p-values) pero población objetivo es específica (municipalidad). Afirma cuestionablemente que mue",claude_haiku
63,0,0,1,Debilidad importante,"Usa EPH (encuesta muestral probabilística oficial) pero no reporta IC, EE ni discute diseño muestral. Presenta cambios temporales en proporciones e ingresos sin cuantificar incertidumbre estadística d",claude_haiku
64,1,0,0,Sin falla relevante,"Muestreo de conveniencia de estudiantes activos (67%, 53% de población); sin generalización explícita más allá de la Escuela; conclusiones acotadas al programa evaluado.",claude_haiku
65,1,0,1,FF clasica,Muestreo en grillas sin especificar aleatoriedad en selección de hogares; extrapola a recomendaciones de política pública (prevención/control) sin advertir limitaciones muestrales explícitamente.,claude_haiku
66,0,0,0,No evaluable,Análisis cualitativo de actores/gobernanza con técnicas de clustering. Sin inferencia estadística sobre población definida ni problema muestral clásico.,claude_haiku
67,1,0,1,Debilidad importante,Muestreo aparentemente intencional/conveniencia de hoteles Puebla sin método probabilístico explícito. Análisis estadístico aplicado. Sin advertencia sobre límites. Texto incompleto: no visible secció,claude_haiku
68,1,0,1,FF clasica,"Muestreo no probabilístico (n=13 tras filtrado de 26 respuestas, sin especificar procedimiento), extrapola resultados a conclusiones generales sobre empresas sin advertir limitaciones de generalizabil",claude_haiku
69,1,0,0,No evaluable,Estudio cualitativo-pedagógico sin inferencia estadística. Metodología mixta con análisis temático y triangulación; no reclama generalización cuantitativa a población objetivo.,claude_haiku
70,1,0,1,FF clasica,Muestreo intencional con filtros de inclusión (n=288) en población >143k. Objetivo declara determinar factores en Cochabamba. Extrapolación sin reconocer limitaciones muestrales.,claude_haiku
71,0,1,1,Debilidad importante,"EPH es probabilística pero no fue diseñada para este IPM. Falta análisis de errores muestrales, intervalos de confianza y evaluación de representatividad geográfica de la encuesta origen en Río Cuarto",claude_haiku
72,0,0,0,Sin falla relevante,"Estudio con muestreo probabilístico explícito (fórmula de tamaño muestral, z=1.96, N=104, n=82). Conclusiones acotadas a Peña Blanca; sin extrap. a otras poblaciones.",claude_haiku
73,0,0,0,No evaluable,"Monitoreo de pesquería regulada con datos censales (100% embarcaciones APPA, 88,53% viajes registrados). Sin problema muestral clásico; es vigilancia participativa, no inferencia poblacional.",claude_haiku
74,0,0,0,No evaluable,Estudio de genética de poblaciones y monitoreo de fauna silvestre. El muestreo (N=19 peces) es estándar en ecología molecular y no presenta problema muestral clásico para extrapolación a población hum,claude_haiku
75,0,0,0,No evaluable,"Es un estudio de caso descriptivo de una institución educativa única (Colegio Superior N°1 de Rawson). Aunque hay muestreo interno de 173 individuos (~15% de ~1161 personas) y cálculos estadísticos, l",claude_haiku
76,1,0,1,FF clasica,Estudio con cuestionarios presenciales en 2 parques que generaliza a 'ciclistas en general' sin advertir limitaciones del muestreo no probabilístico.,claude_haiku
77,1,0,1,FF clasica,"Muestreo intencional/conveniencia (selección en paradas, semáforos, zonas específicas) de caso local extrapolado a políticas públicas de movilidad sin advertir limitaciones inferenciales.",claude_haiku
78,0,1,1,Debilidad importante,"Usa muestras (31.847 hogares SP, 16.667 BA, 2.230 Mvideo) sin describir diseño ni cuantificar incertidumbre. Solo estadística descriptiva. Advierte límites sobre captura de movilidad peatonal, pero no",claude_haiku
79,0,0,1,Debilidad importante,Encuesta se autodenomina 'representativa' pero métodos no especificados en texto disponible; extrapolación clara a población objetivo; estudio inicial sin advertencia explícita de limitaciones muestra,claude_haiku
80,1,0,0,Debilidad importante,"Muestreo de conveniencia: 12 sitios intencionales seleccionados, vehículos 'más próximos y visibles' en alto flujo. Usa regresión logística e inferencia estadística sin justificar representatividad de",claude_haiku
81,1,0,1,FF clasica,"Estudio con ciclistas urbanos brasileños. Muestreo de conveniencia/voluntarios (reclutamiento vía redes sociales, email, sitio web). Generaliza resultados a ciclistas en ciudades brasileñas grandes (5",claude_haiku
82,0,0,1,Debilidad importante,Muestreo estratificado probabilístico (por franja horaria y línea). Pero encuesta embarcada introduce sesgo de selección: solo usuarios actuales en vehículos. Excluye potenciales usuarios y ex-usuario,claude_haiku
83,1,0,0,Debilidad importante,"Muestreo por conveniencia (escuelas/estudiantes durante ERE), pero sin extrapolación explícita a población ni advertencias sobre limitaciones muestrales.",claude_haiku
84,1,0,1,FF clasica,"Muestreo de conveniencia (3 clases de 1 escuela) con extrapolación implícita. Presenta halazgos como eficacia del método Peer Instruction comparándose con otros estudios, sin advertir limitaciones mue",claude_haiku
85,1,0,1,FF clasica,"Muestreo intencional dirigido: suelos en 4 puntos predeterminados por la empresa; frutas/vegetales del único sitio. Calcula EDI, THQ, HRI para niños y adultos (población general). Da recomendaciones d",claude_haiku
86,1,0,1,FF clasica,Muestreo aleatorio inicial (54 granjas) con no-respuesta diferencial severa (41% excluida por falta de peces marketables). Muestra analítica final (29 granjas) es de conveniencia no reconocida. Extrap,claude_haiku
87,1,0,1,FF clasica,"Evalúan carcasas de un frigorífico (5% diario, conveniencia). Generalizan a población ganadera estatal y nacional sin reconocer que muestreo es de un solo establecimiento.",claude_haiku
88,1,0,1,FF clasica,Muestreo por cadenas de referencia en 71 batedores con extrapolación a política pública regional sin advertir limitaciones de representatividad.,claude_haiku
89,1,1,1,FF con reconocimiento,"Muestra de conveniencia hospitalaria (n=102, ago-oct 2020, Brasil) sin descripción de procedimiento de selección. Extrapola hallazgos genéticos a población general pese a advertir limitaciones. Meta-a",claude_haiku
90,0,0,0,No evaluable,"Experimento controlado con animales de granja (ovejas), no estudio muestral observacional. Diseño experimental completo con asignación de tratamientos, sin pregunta muestral clásica sobre población ep",claude_haiku
91,0,0,0,No evaluable,Estudio ecológico descriptivo de caracterización molecular de hongos en fauna silvestre. Muestreo con redes de niebla es estándar del campo. Sin análisis estadístico inferencial; solo inventario de es,claude_haiku
92,1,0,1,FF clasica,"Muestreo intencional en región brasileña sin advertencia de límites, pero generaliza hallazgos de análisis fractal a 'individuos infectados' como población objetivo sin restricción.",claude_haiku
93,0,0,0,No evaluable,"Estudio traslacional: experimentos in vitro (líneas celulares MKN-7, AGS, etc.) e in vivo (ratones NOD-SCID). Conclusión principal es mecanismo molecular (PMEPA1/14-3-3σ/TTC3 ubiquitination), no preva",claude_haiku
94,1,0,1,FF clasica,Muestreo TCGA no probabilístico (conveniencia institucional). Extrapola a prognostic markers en cáncer cervical sin advertir limitaciones de representatividad muestral.,claude_haiku
95,1,1,1,FF con reconocimiento,"Muestreo no probabilístico en clínica única (30+20 pacientes) con extrapolación explícita a recomendaciones clínicas futuras (eliminar biopsias innecesarias). Reconoce limitaciones: tamaño piloto, nat",claude_haiku
96,0,0,0,No evaluable,"Estudio traslacional: análisis proteómico con muestras clínicas de niños con RSV cuya conclusión principal es biológica (identificar proteínas candidatas como biomarcadores), no poblacional/epidemioló",claude_haiku
97,0,0,0,No evaluable,"Ensayo teórico sobre conceptualizaciones de secularización. Cita datos secundarios (Latinobarómetro, Pew) de forma ilustrativa sin discutir metodología muestral ni inferencia estadística en cuestión i",claude_haiku
98,0,0,0,No evaluable,"Estudio cualitativo sin inferencia estadística. Es exploración descriptiva de casos mediante entrevistas y análisis textual discursiva, no estadística inferencial.",claude_haiku
99,0,0,0,No evaluable,"Investigación cualitativa (análisis de contenido Bardin). Aunque usa muestra (123 estudiantes, 10 profesores), NO realiza inferencia estadística formal. Sin pruebas de hipótesis, IC ni estimadores inf",claude_haiku
100,1,1,1,FF con reconocimiento,"Muestreo de conveniencia online (n=126) + inferencia estadística (Spearman, LASSO) + extrapolación a cuidadores de Alzheimer en Brasil. Advierte limitaciones de generalización pero mantiene conclusion",claude_haiku
101,1,1,1,FF con reconocimiento,Muestreo por conveniencia de 14 participantes en centros residenciales. Extrapola a 'personas con deficiencia cognitiva y visual'. Advierte limitaciones del diseño pero generaliza conclusiones igual.,claude_haiku
102,1,1,1,FF con reconocimiento,Muestra de conveniencia/referral (N=28); generaliza a población adultos mayores; advierte no-representatividad pero mantiene conclusiones generales.,claude_haiku
103,0,0,0,No evaluable,Estudio entomológico de inventario y caracterización de biodiversidad. Recolecta de especímenes en 4 sitios con selección intencional para catalogar especies presentes. Sin análisis de inferencia esta,claude_haiku
104,0,0,1,Debilidad importante,"Usa PNADC (muestreo probabilístico), pero aplica filtros sin discutir sesgos resultantes. Extrapola a RMS sin discutir incertidumbre. Menciona limitaciones Mincer pero no de muestreo.",claude_haiku
105,0,0,0,No evaluable,Estudio cualitativo-descriptivo basado en entrevistas semiestructuradas (N=32) con criterio de saturación temática. No utiliza inferencia estadística ni análisis estadísticos.,claude_haiku
106,0,0,1,Sin falla relevante,"Muestreo probabilístico estratificado bien especificado. Aunque no advierte explícitamente sobre limitaciones, el diseño es legítimo para inferencia poblacional.",claude_haiku
107,1,0,1,FF clasica,"Muestra de B3 (no probabilística, empresas cotizadas) extrapolada a 'empresas brasileñas' sin advertir restricción geográfica ni sectorial. Generalizaciones implícitas.",claude_haiku
108,1,0,1,FF clasica,"Muestreo de voluntarios y conveniencia en tres comunidades (Viveiro UnB, Assentamento Sobradinho, Comunidade do Cedro). Usa pruebas estadísticas (Kruskal-Wallis, Spearman) e infiere sobre 'el proceso ",claude_haiku
109,1,0,1,FF clasica,"Muestreo por conveniencia e intencional (reclutamiento voluntario, priorización de ancianos). Propone mecanismos causales sobre migración sin advertir limitaciones inferenciales. Pruebas de p-values s",claude_haiku
110,1,1,1,FF con reconocimiento,Muestra de voluntarios/conveniencia (80 participantes universitarios). Generaliza sobre efectos de dispositivos VST/OST en usuarios comunes. Reconoce limitación mínima ('broader studies across diverse,claude_haiku
111,1,0,1,FF clasica,"Muestreo de juicio (41 profesionales, 21 estudios) con extrapolación explícita a industria brasileña (78.6% prevalencia como hecho industria-wide) sin advertir que el diseño no probabilístico invalida",claude_haiku
112,1,0,1,FF clasica,Muestreo no especificado (probable conveniencia) con extrapolación a población de estudiantes de secundaria sin advertir limitaciones.,claude_haiku
113,1,0,1,FF clasica,Muestreo por conveniencia (hiperlink auto-seleccionado) en región específica (Baixada Santista). Generaliza a familia multiespecie brasileña sin advertir sesgos muestrales.,claude_haiku
114,1,0,1,FF clasica,Muestreo no probabilístico (bola de nieve + voluntarios) con extrapolación a población objetivo sin advertencia sobre limitaciones inferenciales.,claude_haiku
115,1,0,1,FF clasica,"Muestreo intencional no probabilístico en 3 localidades. Título, resumen y conclusiones generalizan a 'niños del Amazonas' y 'nivel educativo inicial' sin advertir limitaciones de representatividad.",claude_haiku
116,0,1,1,Debilidad importante,"Encuestas muestrales probabilísticas combinadas en panel no balanceado sin especificar ajuste por diseño muestral complejo (estratificación, conglomeración, pesos). Imputación simple para años faltant",claude_haiku
117,0,1,1,Sin falla relevante,"Muestreo probabilístico 3-etapas bien implementado (PNS 2019). Implementa diseño de encuesta compleja con estimadores Horvitz-Thompson, ponderaciones post-estratificadas e IC 95%. Sin falla muestral f",claude_haiku
118,1,0,1,FF clasica,"Encuesta en línea (n=1,053, YouGov) con muestreo no-probabilístico. Extrapola a población brasileña: 'os brasileiros', 'as mulheres brasileiras', '30% dos brasileiros de 50 anos'. Ninguna advertencia ",claude_haiku
119,0,0,1,Sin falla relevante,Usa PNAD 2014 (encuesta probabilística nacional). Muestreo representativo apropiado. Extrapolación legítima a casales brasileños. Limita. solo var. proxy.,claude_haiku
120,1,1,1,FF con reconocimiento,"Muestreo de conveniencia/intencional: selección de 'selected health district' y participantes de base computarizada sin aleatorización explícita. Advierte limitaciones ('modest sample size, which may ",claude_haiku
121,1,0,1,FF clasica,"Muestreo de voluntarios (conveniencia), no probabilístico. Extrapola hallazgos a padres en NICU sin advertir explícitamente la limitación de generalización del sesgo de selección.",claude_haiku
122,0,0,0,No evaluable,Estudio cualitativo mediante Historia Oral Temática con N=2. Análisis temático sin cálculo estadístico ni inferencia estadística a población objetivo.,claude_haiku
123,0,1,1,Sin falla relevante,Estudio de muestreo probabilístico por conglomerados bien descrito con ajuste por efecto de diseño. Autores reconocen limitaciones de homogeneidad socioeconómica y auto-reporte sin generalizar indebid,claude_haiku
124,0,1,0,No evaluable,"Estudio descriptivo-cualitativo de política educativa. Aunque usa muestreo no probabilístico (respuesta voluntaria: 16/40 en 2021, 9/36 en 2023), NO realiza inferencia estadística. Describe UFAs que r",claude_haiku
125,0,0,0,No evaluable,"Artículo de análisis arquitectónico teórico sobre materialidad en arquitectura contemporánea brasileira y latinoamericana. No utiliza inferencia estadística, muestreo, ni generaliza hallazgos de una m",claude_haiku
126,1,0,1,FF clasica,"Muestreo de conveniencia (profesionales voluntarios, n=96) con extrapolación explícita a recomendaciones sobre bienestar en ambientes hospitalarios sin advertir limitaciones metodológicas.",claude_haiku
127,0,0,0,No evaluable,Artículo metodológico sobre análisis arquitectónico (obra de Stephen Holl). No usa inferencia estadística ni presenta problema muestral clásico hacia población objetivo en sentido epidemiológico. Es e,claude_haiku
128,0,0,0,No evaluable,Análisis arquitectónico-histórico de tipologías edificatorias. No es estudio epidemiológico/social con problema muestral inferencial sobre población objetivo.,claude_haiku
129,0,0,0,No evaluable,Artículo teórico/bibliográfico sobre flexibilidad y adaptabilidad en arquitectura moderna. No emplea recolección de datos primarios mediante muestreo ni utiliza inferencia estadística aplicada a pobla,claude_haiku
130,1,0,1,FF clasica,Infiere impacto de tecnologías en seguridad alimentaria a nivel nacional senegalés usando muestra de 1200 hogares sin documentar metodología probabilística ni advertir limitaciones inherentes.,claude_haiku
131,1,0,1,FF clasica,Selección intencional de 5 países (no probabilística) para analizar dinámicas socioeconómicas globales sin advertencia explícita sobre esta limitación muestral. Aunque WVS usa muestreo probabilístico ,claude_haiku
132,1,0,1,FF clasica,Muestreo intencional/conveniencia: se seleccionan 322 de 801 decisiones solo con decretación de prisión preventiva. Se extrapola a patrones nacionales sin reconocer límite muestral (comparación con da,claude_haiku
133,1,0,1,FF clasica,Muestreo de conveniencia (pacientes atendidos en laboratorio) con extrapolación implícita (compara prevalencia 0.8% con literatura) sin advertir sobre representatividad.,claude_haiku
134,0,0,0,No evaluable,Estudio etnográfico cualitativo. Metodología explícitamente declarada como etnográfica (enfoque semántico-narrativo). Análisis de 5 mercados costeros basado en observación participante y registros etn,claude_haiku
135,1,1,1,FF con reconocimiento,Muestreo intencionado (n=35) sin representatividad estadística del colectivo LGBTI+ en geociencias en España. Extrapola explícitamente ('aproximación a la discriminación que sufre el colectivo') pero ,claude_haiku
136,1,1,1,FF con reconocimiento,"Muestra incidental (8 influencers). Usa chi-cuadrado comparativo. Advierte método exploratorio e incidental. Pero pretende aportar comprensión de 'grupo escasamente estudiado', extrapolando hallazgos.",claude_haiku
137,0,0,0,No evaluable,"Es estudio de validación de metodología/instrumento. 9 sujetos seleccionados como 'experimentados' basado en pruebas de sensibilidad-especificidad, no muestra para inferencia poblacional.",claude_haiku
138,0,0,0,No evaluable,"Artículo primariamente de revisión narrativa sobre CIDP. Sección de experiencia presenta 34 casos de un hospital, pero sin marco de población objetivo definida. No es estudio observacional epidemiológ",claude_haiku
139,0,1,0,No evaluable,Estudio ecológico de campo (monitoreo de fauna silvestre). Observación intensiva de un único grupo de primates durante 12 meses en un hábitat urbano específico. No constituye problema de muestreo infe,claude_haiku
140,1,0,1,FF clasica,"Muestreo no probabilístico (conveniencia/voluntarios) en 6 centros de Aguascalientes, pero extrapola a 'usuarios de metanfetaminas' en general sin reconocer limitaciones para generalización.",claude_haiku
141,1,1,0,Sin falla relevante,"Muestreo por conveniencia, pero conclusiones acotadas: autores explícitamente reconocen falta de representatividad, rechazan 'generalizaciones simplistas' y presentan hallazgos como exploratorios/pilo",claude_haiku
